eng_reviews,sentiments
Ultimate phone in this price range (Rs 14498). Screen and performance is very good. And green colour is also attractive colour. Only cons is camera is ok ok but not bed. Battery backup is good and fast charging takes approx 1hr for full charge. And realme UI is awesome and friendly. I am using this phone since a week.,POSITIVE
"The REALME Narzo 70 Turbo is hands down the best budget gaming phone under ₹20K! It's an absolute beast, packing the MediaTek Dimensity 7300 Energy chipset, which is usually found in phones priced well above ₹30K. Gaming and multitasking feel seamless, and it delivers top-notch performance.  The OLED display with a 120Hz refresh rate is a delight to use, providing smooth visuals and vibrant colors. Storage isn't a problem either, thanks to the UFS 3.1 technology, which ensures blazing-fast read and write speeds.  Battery life is impressive, with a 5000mAh capacity, and the 45W SuperVOOC charger in the box ensures you’re back to full power in no time. While the camera is decent, the focus here is clearly on performance, which it nails perfectly.  To top it off, REALME offers 2 years of Android updates (up to Android 17) and 3 years of security updates, ensuring long-term usability.  For gamers or anyone looking for a performance-centric device at this price, the Narzo 70 Turbo is a no-brainer. Highly recommended!",POSITIVE
Review after a week of usage 1) Build Quality is good 2) Battery life is good as I have good screen on time and some times gaming also 3) No heating issue. 4) charging speed is good as 45 watts is enough compare to 100 watts as you will hardly save 15 min in all. 5) Not hanged in 7days 6) software is decent plan and simple 7) looks are subjective but I like the looks.,POSITIVE
The mobile is very light weight. The camera quality is very good. We can play games in 90+fps with an awesome amoled display. Charging speed is high Sound quality in this budget is decent Touch functionality is too smooth and can see the power of 120hz refresh rate Overall the mobile is worth to buy,POSITIVE
"Good Display and handy size device. Fast charging is good 45w and 45mins-1hr can charge it fully. Average battery- Same budget 1+ Nord CE 4lite will have 30% extra charge than this. Low Call sound, in crowd area we can't hear the opponent voice. Too many unnecessary apps from Realme. It taken 2hrs to clear that and set the phone. Speakers are good for multimedia. Decent for a normal daily use. Not a Very Good device. When I order this mobile, Amazon shows 1 free earbuds (N1) from Realme. But later they twisted it and said, No such offers for me.",NEGATIVE
Amazing performance in gaming as well as in photography under such a good price .ui,POSITIVE
Nice phone with good features decent screen size hood performance long lasting battery,POSITIVE
"This Phone is a great choice for those who want a basic, no-frills phone. It’s lightweight, easy to use, and has a long-lasting battery, making it perfect for calls and texts. The screen is clear, and the keypad is responsive, providing a smooth user experience.  Pros: Simple and user-friendly design Excellent battery life Durable and sturdy  Cons: Limited features compared to smartphones Basic camera quality  Overall, it’s a solid, affordable phone for those who prefer simplicity and reliability over advanced features.",POSITIVE
Budget friendly Phone. Works well. Easy to handle.,POSITIVE
"Lightweight product, best quality, longest battery, low budget on time delivery",NEGATIVE
Build quality is good Good battery back up which comes easily for 2 days Bought it for my dad but as font size is not sufficiently visible for him. I decided to return the product Suggestion to Nokia to increase the font size as most of the users of this mobiles are elders Need big font with bright back light,NEGATIVE
Best product battery is strong and fast charging,POSITIVE
He product barabar nahi hai kiu bole tho iska battery charger pin ache nahi hai,NEGATIVE
Overall good. Text size is very small and thin. Old people may have issue to read the text.,POSITIVE
Good one,POSITIVE
Good product,POSITIVE
"I was disappointed with the condition of the product upon delivery. The item had noticeable scratches on the screen, which made it look like a used product rather than new. Given the expectations for a brand-new item, this was quite unsatisfactory. Due to the condition, I had to return the product.",NEGATIVE
"The Realme N65, a smart device, Packed with features at a perfect price. Its performance shines, swift and true, Every task it handles, like brand-new.  The design is sleek, a joy to hold, With vibrant colors and finish bold. Battery life that lasts all day, Keeps you going, come work or play.  Value for money, it stands apart, A budget phone with a premium heart. For those who seek both style and speed, The Realme N65 is all you need!",POSITIVE
This is good and value for money but processer is not working good and properly. Many time I see when I pick up call then call pick confirmation is 30 to 40 sec . Another quality say good 👍.,NEGATIVE
"Super Product Good camera, Battery life is good, 6 NM Processor Value for money",POSITIVE
Camera is good Great design Fast fingerprint unlock Better voice Less bezzels screen size is good Best performance this price range,POSITIVE
The phone provides satisfaction for my basic use. The camera is not that great but clicks good pictures in day time. I wanted to use it only for a secondary calling phone and did not want a great phone. So it serves my purpose.,POSITIVE
Video not continuous. So so type camera quality,NEGATIVE
Acha phone h value for money Baki ho skta h aap jb purchase kro tb koi or acha option is price pe aa jaye,NEGATIVE
"Got it for 10.5k with coupen offer. Nice mobile, one small issue is slow charging. Currently the mobile price is 10.2k after I brought, that is a bad thing from amazon",NEGATIVE
Good configure 6gb 128 gb and best price But accessories would have add the charger Rest all ok,POSITIVE
Good - Value for Money,POSITIVE
"This is a great phone for parents. My Mom is very happy with it. No problems of lag or display or camera. Surprised to see negative reviews. Pros: 2 major system updates and 4 security updates, 6.7 nice display, No lays. Cons: No charger. Slow charging speed, but considering my mother's limited usage, battery is lasting 3 days.",NEGATIVE
Amazon gave a practivated phone and that is the reason I'm facing problem with this phone. The lock key is not functional. It has been a week now that I have raised this with Amazon customer service but there is no update,NEGATIVE
Quality is value for money colour is also good and memory is also not too much bad and its tochus is good all proagarams performance...,POSITIVE
Okayish phone,POSITIVE
"Amazing phone in these rate good charging capacity ,but an issue they don't provide charging adapter, easy to use ,performance Amazing. Battery life is good .",POSITIVE
"Never expected such poor build quality, poor aluminum body.",NEGATIVE
"It's a good mobile for this price. Camera good. Battery Ok. But charger is not good, must be atleast 45W.",NEGATIVE
"The product is good. Haven't used it much to share how it works but so far so good. The package was well cushioned and the delivery was impeccable. The delivery executive was polite and professional.  While buying the phone, I chose to exchange my old Xiaomi Note 8 (5 year old) and the site showed the exchange value as 3800 (199 exchange charge extra). When the phone was assessed at the spot, owing to a small dent on the side, the exchange value was knocked down by 60%!! Mind you, the screen had no scratches or dead pixels, both front and back glass was intact, the phone was working but my, oh my.  This is pure mis-selling since they need to phone to be ABSOLUTELY new to give you just 40% of the buy price.  Update 1: Been using the phone for a few days and there are a few hits and misses.  Hits: The resolution is good No heating issues with the battery Battery life is good Charge time is good  Misses: Despite a 120Hz refresh rate, the screen is laggy and sticks (video attached) The touch is sticky and results in unexpected lags/pinches Despite pocket mode activated, the phone screen comes on resulting in unexpected button presses A few apps like Amazon, Phonepe take a while to load, unlock The camera is average with washed out colours  Will add more later.  Update 2: Touch issues are really bad with double tap, mis-tap happening one too many times. Another issue I noticed was that the ringtone can’t be changed. Looks more like a software glitch.",NEGATIVE
Value for money,POSITIVE
Nice mobile Camera: Average camera Battery life: Battery life of this mobile is not upto the mark. It is a 5000 MAH battery but while using u feel that you are using 4500 MAH battery mobile. Display: I think display is best in this price range. The adoptive refresh works well. The max refresh rate. Is 120 and it is good in this segment. It is FHD+ display but it looks like Amoled display. Almost the display quality equals Amoled range Audio: This is a single speaker and the audio quality is decent. Some other brands offer dual speaker in this price range but it is offering single speaker only. Call quality is nice. Camera: Average camera. I don't use camera much so I don't have problem with that. Overall it is a nice mobile in this price range.,POSITIVE
"As I'm using this device as a secondary device.. So overall it good. 1. coming to camera the I'm also a redmi note 8 pro user which gives 64mp but still I can see photos are much better in that phone redmi 13 have 108mp but does not looks like that according to the quality and video recording resolution is low that only give a 30fps of shooting in 1080 & 720p 2. battery is good & yeah charging fast no doubtedly 3. I'm in love with the ui its quite smooth may be because its new phone but according to to my previous experience with redmi phones it very nice... 4. reso;ution is also good as compared to the price range 5. hybrid sim slot, 5g, 6gb ram as well as virtual ram is also there In summary I can say u can buy this phone if you do moderate work on phone with the good enough battery backup",POSITIVE
"Sound quality is good, processor seams great, I had received it a few hours ago, but the way I'm constantly using it shows the battery backup for it.",NEGATIVE
"When this phone was launched on 12th September, I bought this phone on the same day. First time on a fixed date from Amazon, I was very happy that this phone was very good. Its speaker quality, video etc. will be very good and this phone cost me ₹ 13000. If we look at the friend inside it then according to it the respect is very good like Motorola Motorola gives very good features. It's fine and it doesn't have unnecessary buttons etc. and that's why it is easy to use and its speaker quality is very good, so I ordered this phone at this time. Okay, so when I ordered this phone, it was delivered here in 2 days and 3 days later. I brought the phone but when I played a song in this phone, its audio quality appeared to be of very poor type, which is worse than the old Mi phones, we got to see its voice quality even worse, so I saw it in this phone. I don't agree. The quality of this phone is very bad, I had applied for it.  I thought of displacing the phone. There was no option of displacement in this. There was an option to repair and damage. Then I would apply. Then if we see this phone coming, then what is the benefit for us in this, it would be a waste of our time, so I kept this phone for every mother and I use it. I rarely do that. It is lying like that. I will recommend the phone to you. Don't buy this phone. If you look at the brand.",NEGATIVE
"The Realme Narzo 70x 5G is a new entry in the competitive mid-range smartphone market. Known for delivering good value for money, Realme’s Narzo series often balances features and affordability well. With a focus on performance, display quality, and connectivity, the Narzo 70x 5G aims to attract users looking for a capable device without breaking the bank. In this review, we will delve into its key aspects, including design, display, performance, camera quality, battery life, and connectivity.  **Design and Build Quality**  The Realme Narzo 70x 5G comes in a striking Forest Green color that gives it a premium look. The design is modern and sleek, with a clean finish that is visually appealing. The device features a plastic back and frame, which is standard for its price range, but it is well-built and feels sturdy in hand. The phone is lightweight and ergonomically designed, making it comfortable for prolonged use.  The front of the phone is dominated by a 6.5-inch display with slim bezels, and the rear houses a triple camera setup housed within a rectangular module. While the design is not particularly groundbreaking, it is functional and attractive for a mid-range device.  **Display**  One of the standout features of the Narzo 70x 5G is its 120Hz Ultra Smooth Display. This high refresh rate ensures smoother animations, improved responsiveness, and an overall more fluid visual experience. For users who enjoy gaming or frequently scroll through content, this feature can significantly enhance usability.  The display itself is a 6.5-inch IPS LCD panel with Full HD+ resolution. It offers vibrant colors and decent brightness levels, making it suitable for most indoor and outdoor conditions. While it may not match the brightness and contrast ratios of high-end OLED panels, it is more than adequate for daily tasks, media consumption, and casual gaming.  **Performance**  Under the hood, the Realme Narzo 70x 5G is powered by the MediaTek Dimensity 6100+ chipset. This 6nm processor is designed to handle 5G connectivity and deliver a smooth performance for mid-range devices. Coupled with 8GB of RAM, the phone manages multitasking with ease, and app launches are swift.  In everyday use, the Narzo 70x 5G performs well, handling tasks such as web browsing, social media, and video streaming without significant hiccups. For gaming, the device is capable of running popular titles at medium to high settings, though demanding games might require reduced graphics settings for optimal performance.  The inclusion of 128GB of internal storage provides ample space for apps, media, and files. For users who need more storage, the Narzo 70x also supports expandable storage via a microSD card slot, which adds flexibility for managing large files.  **Camera Performance**  The Realme Narzo 70x 5G features a triple camera setup on the rear, consisting of a 50MP primary sensor, a 2MP macro lens, and a 2MP depth sensor. The main 50MP camera performs well in various lighting conditions, capturing sharp and detailed images. The AI enhancements help in optimizing colors and improving photo quality, making the camera versatile for different shooting scenarios.  The macro lens is useful for close-up shots, though it can sometimes struggle with focus and detail in low light. The depth sensor aids in creating bokeh effects for portrait shots, and while it works effectively, the results may not be as refined as those from higher-end devices.  On the front, the Narzo 70x 5G sports a 16MP selfie camera that delivers good quality selfies. The camera app includes various modes and filters to enhance the user experience, and it performs admirably for social media and video calls.  **Battery Life**  The Realme Narzo 70x 5G is equipped with a 5000mAh battery, which is a generous capacity for a mid-range phone. Combined with the efficient Dimensity 6100+ processor and the 120Hz display, the battery life is commendable. Users can expect a full day of moderate to heavy use, including web browsing, media consumption, and occasional gaming.  The phone also comes with a 45W fast charger in the box, which is a significant advantage. The fast charging feature allows the device to quickly regain power, minimizing downtime and ensuring that users can get back to using their phone without extended waits.  **Connectivity and Software**  As the name suggests, the Narzo 70x 5G supports 5G connectivity, providing future-proofing for users looking to take advantage of the latest network technology. The device also includes other connectivity options such as Wi-Fi, Bluetooth 5.1, and GPS.  On the software front, the Realme Narzo 70x 5G runs on Realme UI, based on Android. The interface is user-friendly and includes various customization options, enhancing the overall user experience. However, the phone does come with some pre-installed bloatware, which may not be necessary for all users.  **Positive Aspects**  1. **High Refresh Rate Display**: The 120Hz Ultra Smooth Display enhances the overall visual experience, providing fluid animations and smoother interactions. 2. **Solid Performance**: The Dimensity 6100+ chipset, combined with 8GB of RAM, ensures smooth performance for everyday tasks and moderate gaming. 3. **Good Battery Life**: The 5000mAh battery, along with 45W fast charging, offers long-lasting usage and quick recharging. 4. **Expandable Storage**: The option to expand storage via microSD adds flexibility for managing files and media. 5. **Attractive Design**: The Forest Green color and sleek design give the phone a premium feel, despite its plastic construction.  **Negative Aspects**  1. **Average Display Quality**: While the 120Hz refresh rate is a highlight, the display’s overall quality is typical for an IPS LCD and may not match the vibrant contrast of OLED screens. 2. **Camera Performance**: While the 50MP main camera is competent, the additional sensors (macro and depth) may not provide significant improvements and can struggle in low light conditions. 3. **Bloatware**: The pre-installed apps on Realme UI might not be useful for all users and can clutter the interface. 4. **Plastic Build**: The use of plastic for the back and frame, while common in this price range, might not feel as premium as glass or metal alternatives.  **Conclusion**  The Realme Narzo 70x 5G is a well-rounded smartphone that offers a range of features catering to the mid-range market segment. Its 120Hz display, solid performance, and good battery life make it a competitive option. However, some limitations in display quality, camera performance, and bloatware should be considered. For users seeking a balance of performance and value, the Narzo 70x 5G is a strong contender, though it may not meet the needs of those looking for a high-end experience.",POSITIVE
"This phone is worth of the price it offers, has a good camera, sturdy build, nice looks, also tye RAM and ROM combination is also good, Chipset is of low caliber as compare to others but works smoothly. Battery is a plus point 6000mah comes with 45W fast charger Oh and for music lovers you can connect wired earphones also which is getting rare now in new phones Weight wise it's lightweight in hand Feel premium in hand Camera is very good It's 5g in this price range with nice memory, Battery backup, performance and so Overall it's a good buy if you are looking for a mid range 5g smartphones with good camera and battery.",POSITIVE
"I liked it much and the phone is worth It. I bought it 3 months ago and cost me 12K. The phone size is big enough and phone quality is okay. The phone doesn't got heated up till now and Battery is superb. The phone charging us super fast, get's charged full in less than an Hour and lasts up to 1 day in full charge. I liked it in this price. But the brightness accomodation is not good. The performance is good and smooth and also no phone hanging issue faced till now. Overall a nice phone to buy.",POSITIVE
"The realme narzo 70 x 5g is a great mid ranged smartphone with a good camera, well equipped with a 5000 mah battery. The box comes equipped with a charger, a phone case and a phone? I guess. Though the phone is not best suited for gaming. The processor is not that great. And the display is not something I prefer either. The phone is best suited for non gaming activities. Have to gift a phone to your parents? Need a phone for work? The realme narzo 70 x 5g is a great phone at a good price.",POSITIVE
"The Realme Narzo 70x 5G has a lot going for it—on paper, it looks like a fantastic deal. The 6GB RAM and 128GB storage combo handles everyday tasks and multitasking like a champ. Powered by the Dimensity 6100+ 6nm processor, the phone feels fast and responsive, even with demanding apps. Plus, 5G support ensures you're set for the future.  The 120Hz refresh rate promises smooth visuals, but here's the catch: the display itself is disappointing. Colors look dull, brightness isn't great, and the viewing angles leave a lot to be desired. Watching videos or gaming on this phone just doesn’t feel as immersive as it should, which is a shame considering its other strong features.  That said, the 50MP AI camera is a highlight, taking clear and detailed photos in good lighting. Another big plus is the 45W charger included in the box, which charges the phone super quickly—a lifesaver when you're on the go.  What I Liked: Strong performance thanks to Dimensity 6100+ Reliable 50MP camera for casual photography 5G-ready, keeping you future-proof Fast charging with the 45W charger  What I Didn't Like: The display is a letdown (dull colors, low brightness, poor viewing angles)  Overall, the Realme Narzo 70x 5G does a lot of things right, but the subpar display holds it back from being a great all-rounder. If you don’t mind compromising on display quality, this phone offers good value for money.",NEGATIVE
Mobile looks very elegant. Speed is good. Battery lasts long and fast charging as mentioned in product description. Delivered on time.. Camera quality is good. Great product,POSITIVE
"Phone is good , sleek but the main concern is charger , Esim scanner not available thought it was mentioned in the phone that Esim will be there in the box.",NEGATIVE
"For the Google Pixel product, there will be the brand symbol. But this product is a generic brand. I don't recommend it.",NEGATIVE
Great and good all type basis. Value for money. Camera also good. 5g connectivity is great. Great and good all type basis. Value for money. Camera also good. 5g connectivity is great.,POSITIVE
Best smartphone under this budget Phone quality 5/5 Sound quality 5/5 Display quality 5/5 Very nice according to price. Must buy . Value for money. Thanks,POSITIVE
Surprisingly good product for the price. I have generally purchased the flagship phones of OnePlus with the assumption that they are better than the Nord-series. I now stand corrected. The NORD CE range is definitely an economical range and not meant for heavy usage but the Nord series are more than capable of taking on heavy usage. The camera is not great but at the price point it is more than adequate. The phone is well built and looks good. The finger print reader is quick and efficient. Phone functionality being almost bare bones androrid is high on user friendliness. A definite buy!,POSITIVE
"Bought the phone a month ago. Safe to say at this price range, for me, it's banger. A fast and smooth software experience and tough and durable hardware.  The oxygen os 15 update made the software smoother and brought some cool features as well. Battery gives an excellent backup, charges quick, the display is great and flat. Also the metal design is unique.  The only downside, or might i say, a slight disappointment is the camera. Not that good at this price. Still and over-all great one. Not even noticeable to the average user. Apart from that, One plus nailed it.",POSITIVE
"This is my first OnePlus device, before this iam user of poco believe me oxygen OS is far better than miui/ Hyper os. It's lag free,and very smoothly work, battery is al great, camera is not upto mark but ok. Performance is next level iam loving with it😎",POSITIVE
"I am writing this review after 1 month of using the Oneplus Nord 4. It is one of the best midrange phone that you can blindly buy without any confusion. I bought this phone during Great Indian festival after so much research and doubts. I was not sure which phone will be the best in 30000 segment. I was looking for a balanced phone which has everything like good performance, good design, good battery and good camera. I don't want to compromise in any one thing. So after lot of research i was having confusion between nord 4 and realme gt 6t. But in realme gt 6t the display is curved which i don't prefer at all. Curved display is waste of money and feels like gimmick so i avoided it and bought nord 4. Now i feel it was the best decision. Best features of this Nord 4 are- Design - I literally loved the mercurian silver metel design which looks so much premium. I thought metel might be heavier but in daily use its not a problem at all. It cools down so fast and does not have any heating issues at all. Performance - It has the best performance and able to play BGMI so smoothly. Flat screen helps so much in games also. Battery - If you use normally the battery will last more than 1 day easily and it charges the phone within 25mins. Camera - I felt the main camera is so good and it takes very decent photos. 50mp camera performs above average. If camera is your main priority then its better to go for realme, vivo, Samsung or Iphone which are camera centric. But then other areas you have to compromise. Trust me below 30k this phone takes very good photos. Network - Being a metel phone i am getting 5g network always without any problem. Never felt any Issues at all. Display - It has best display and content viewing experience is top notch with minimum bezzels.  This review is genuine and trust me if you want a balanced midrange phone you can go for Oneplus Nord 4 for sure. Greenline is coming in all the brands so no need to get back from this phone because of this reason....  (If any problems comes in future then i will update the review for sure)",POSITIVE
"I've never had a OnePlus device before so I'll be totally unbiased over my experience for this phone since I bought it by the time of of first day launch🤗  1) Design: (9.5/10 Subjective) I love it but t's subjective is you prefer a glass built over a metal or the dual tone colours/texture appeals you less or more, but ultimately it's one of the most eye catching designs launched this year apart from the Nothing phones that has managed to attain a premium appearance in a very simple unibody structure.  2) Performance: (8.5/10) This is what makes it one of the top competitors within the 30k lineup phones. I personally play a lot of gatcha games like Genshin, Honkai and Wuthering Waves, over fps shooting so I would definitely say that gatcha games being heavier in graphics, Nord 4 is capable to provide the most efficient gaming. Practically speaking if you avoid those YouTube reviews with AnTuTu, any android phone would at some point face fps drop if you play in the highest settings and I do believe with what I've heard that even with high end processors like Snapdragon 7+ 3, OnePlus always limits it's potential which is why we do get to see some throttling, but on a long term it doesn't matter. If you are a daily user with 2-3 hours of heavy gaming per day or more with breaks after every 45 minutes to 1 hour of heavy graphic gameplay, then you could definitely have a great experience. If you are just a normal user, you can choose it blindly.  3) Built and UI: (9/10 for strength and quality but 7/10 for being expensive to replace) Ofcourse being metal you would expect a little bit of weight (around 200 grams) but you get used to it and it really feels much premium to feel that metallic weight in your hand. It might get really slippery and if it falls down it might not have scratches except for the glass portion around the camera but might face dents on the metal if the fall is too harsh, so I would suggest to have a back cover, and let's be honest no matter how premium the phone is even if it looks great, they are all at the end of the day sensitive and how you manage to care for it depends totally on you. Be responsible. And as I mentioned, it's going to be really expensive to replace a unibody metal frame if it's cracked or dented even if it's strong enough to work so be careful. As for the UI I've been a Xiaomi user so honestly I don't feel much different in terms of operating system with bloatware, but I really don't feel bothered by it as long as I'm able to disable it. I uninstalled and disabled not almost but EVERY single bloatware in this phone that I possibly could have including app market and even the gaming tool so now I don't get those security checks after installing apps and it feels as clean as any Flagship phone.  3) Battery: (8/10) It's good. Definitely better battery life than my iPhone BUT for how big the battery is, the Oxygen OS hasn't optimised it's battery life to it's maximum just as I mentioned before for its Processor but it's not a big deal. 5500mAH is something we see less as the price goes higher over handheld devices because they try to add more space for gimmicks like wireless charging which in my opinion is not very practical everytime unless you carry a wireless charger everywhere and they are really slow. But the wired charging in OnePlus with the 100 watt out of the box charger is great and it charges the device to full within 30 minutes tho I would suggest to toggle the option from Battery Health settings to charge it till 80 percentage so you can keep it's battery health stable for long. I hope they optimise it in the future updates but honestly it gives you around 7-8 hours of life with regular usage and even more if you are a light user which is more than enough considering that at some point you will need to charge your device any way.  4) Display: (8/10) It's a very smooth 120hz amoled panel with HDR support in Netflix that I never really use because I watch on my MacBook or the television (it's just better to watch anything on a bigger display over a phone to keep your visions safe) and an unnamed protection (Panda glass according to few sources) but I'll be practical over how much it actually matters. Being someone who has changed the displays in the past after getting it broken, it doesn't matter what Gorilla glass they put on your phone, it's a glass at the end of the day and if you are not being responsible enough by handling your phone with care, it's expected for your screen to face damage. Use a good tempered glass around 3-4 USD (200-400 INR) I won't suggest to go higher because no matter how expensive it is, even if it's able to handle a bend test, practically any tempered display is penetrable if it falls flat on a rough surface UNLESS you have a good thick back cover. Overall it's a good display but I feel that the brightness could be a bit bother outside if you live in a heavily bright environment. Personally I didn't face any issues for the time being as the peak brightness is really good in the sunlight but if you compare it to some cheaper devices, it might feel a little less.  5) Heating Stabilization: (9/10) I mean, it's metal? Ofcourse it's going to be hot DURING a gameplay but HEATING DOESN'T MEAN PERFORMANCE DROP. Also it's during the time when you are playing or doing some heavy task but the best part of metal is that it cools down as fast as it heats up and the cooling chamber in this phone is really efficient. Overall It's definitely better in terms of heat stabilization than any glass/plastic built phones for being a metal although I would say that, if you are travelling in a constantly hot temperature, avoid exposing it to direct sunlight for too long as it might get hot or else again, Use a back cover. BUT I'd also suggest to not use a back cover when doing some heavy gaming because it makes you loose the purpose of having a metal phone with such a good heating stabilization as plastic makes it harder to escape the heat.  6) Camera: (7/10 Subjective) This isn't my place but I would still give some opinion. It is decent and when I say that, it is actually not bad at all infact really good along it's limitations. It has a very natural tone on the back camera with a really good potrait mode and a decent front camera definitely better than a 25k phone but ofcourse with the specifications you see, there are limitations if you compare it to other phones in the same price. It's definitely better than Nothing 2a in terms of color and stability but not as close to camera centred phones like Vivo/Realme in the midrange but then again those phones lack either performance or the brand value, as OnePlus is much premium as a brand than Vivo/Realme even if they are from the same company. Again it is subjective and this phone in my opinion is rather a balance of performance along with the things you need in a midrange close-to-flagship phone rather than being an entire camera phone, but it's still really good even with the limitations of telephoto and other things that I find gimmick because I'm not a camera phone user.  Overall: (8.25) It's a great phone for both everyday users and decent to heavy gamers. I might score it higher in the future if they successfully optimise the Operating system in the future updates and push it to 9 even with a decent camera because this phone has a lot of potential and considering it's future update promises of 4+6 for Android and security patch, it's a very good purchase. Just praying that these phones don't face any green line issues in the future.",POSITIVE
"With CC discount, got it for a great bargain price. could not ask for more. Elegant, premium look. Wonderful camera, UI is also good. using it since 10 days, yet to explore many features. Battery life is also good, no worries. 100w superfact charing in 20 mins. Overall happy with the product.",POSITIVE
"AMAZING battery life , very calssy , best UI , easy to use Ai options , 10/10 design .  overall 4.8/5 I really like it .  but there is only 2 weakness i hope they solve it with a pro version i will be fist buyer :  1st camera : camera not that good , front and back camera is avarge or below average on some stuation 2nd wireless charging : yeah no wireless charging .",NEGATIVE
"Been using it for the last month, really goor battery timing, handy fast charging feature, camera works really well for daily use, especially for videgraphy. Overall satisfied with the purchase.  Looks wise 10 out of 10, loved the metal build.",POSITIVE
"Just 3 days review with phone: Pros: 1 Light weight with large battery, easily one day backup for heavy use(should put refresh rate at auto, )even with 5 g 2.Good display for media consumption 3.Good main camera- decent night, and potraits pics for the price,super moon mode is cherry on top 4.Fast charging 5.No heating issue while charging or gaming  Cons: 1.Fun touch os, filled with bloatwares, need to uninstall those and turn off all toggles of v app store, 2.Shuld take care of phone like a baby,as display and edge protection is mandatory..if not a display change could cause half of phones price, 3.If u hv obsession for curved display like me then this phone is the value for money for 25k, if not don't go for this (Based on regular software updates ,better performance, less heating issue and service centre availability I considered this over moto edge 50 fusion, but it has gorilla glass protection ,stock android os and vegan leather finishes with more color options)",NEGATIVE
"It's been a month using this phone (12/256 variant) No lag while gaming(Iqoo is known for it), also there are many features related to gaming..bgmi runs in hdr 60fps..Camera is excellent for potraits..display is also good with various features.. battery is enough for whole day.. overall a all-rounder ❤️ Although the delivery took 20 days that's the only negetive point",POSITIVE
"iQOO Z9s Pro - 8/256GB - 25 January 2025. iQOO did not disappoint. This is an amazing gadget to own. Very good camera, both front 16mp and rear 50mp, producing detailed well-balanced photos with very natural colour tones. Snapdragon 7 Gen 3- super powerful for all functionality. Fast and very accurate finger print reading. It has proper curved display. It will be difficult to maintain this. And you'll never find a satisfactory screen guard ever. But that was expected. But the display is aesthetically pleasing. In-hand feel also is just amazing with no sharp edges.  5000+ battery - it last to the second day easily. And 80W power adaptor charges it in around 30 minutes to full.!!!  Under 25000 Rs. its a great value for money device. And iQOO brand, I felt, is very reliable. This is my second iQOO phone.  Overall its a great value for money.",POSITIVE
"Phone looks fine, performance is good, the phone look is premium with curve screen, The camera quality is awesome in this range. Overall its Value for money package.",POSITIVE
Battery life is good. Good gaming performance. display is also smooth and fast. No hanging and sound is very nice and clear sound. In 25k out of imagination. Very nice Vivo and IQOO.❤️,POSITIVE
Yeah! iQOO z9spro 5g is the phone who is looking for a good sleek design and moderate gamers and good battery life with an above average camera . I think the phone design is much better I feels iQOO z7 pro is a good design and overall phone It is an upgrade version of the last gen and in-hand hand feel is awesome and if you want good phone around 25k it's the allrounder than grab it ⭐⭐⭐1/2 it's my rating to these funtouch os may improve further. So thank you Vivo for bringing these phones at these price range.,POSITIVE
"This phone is one of the best options in its segment, offering an exceptional display with vibrant colors and sharp clarity. The camera performance is outstanding, capturing detailed and crisp photos in various lighting conditions. In terms of performance, it handles multitasking and gaming effortlessly, making it a reliable choice for everyday use. While the overall experience is fantastic, I found the speakers to be slightly underwhelming. However, this is a minor drawback in an otherwise excellent device that delivers on almost every front.""",POSITIVE
"I gave it 4 stars. The selfie camera could have been better. The battery is good, the back camera is also good. I am giving a review after using it for 9 days. This mobile is okay for this price.",POSITIVE
"It's a good mobile for this price. Camera good. Battery Ok. But charger is not good, must be atleast 45W.",NEGATIVE
"The product is good. Haven't used it much to share how it works but so far so good. The package was well cushioned and the delivery was impeccable. The delivery executive was polite and professional.  While buying the phone, I chose to exchange my old Xiaomi Note 8 (5 year old) and the site showed the exchange value as 3800 (199 exchange charge extra). When the phone was assessed at the spot, owing to a small dent on the side, the exchange value was knocked down by 60%!! Mind you, the screen had no scratches or dead pixels, both front and back glass was intact, the phone was working but my, oh my.  This is pure mis-selling since they need to phone to be ABSOLUTELY new to give you just 40% of the buy price.  Update 1: Been using the phone for a few days and there are a few hits and misses.  Hits: The resolution is good No heating issues with the battery Battery life is good Charge time is good  Misses: Despite a 120Hz refresh rate, the screen is laggy and sticks (video attached) The touch is sticky and results in unexpected lags/pinches Despite pocket mode activated, the phone screen comes on resulting in unexpected button presses A few apps like Amazon, Phonepe take a while to load, unlock The camera is average with washed out colours  Will add more later.  Update 2: Touch issues are really bad with double tap, mis-tap happening one too many times. Another issue I noticed was that the ringtone can’t be changed. Looks more like a software glitch.",NEGATIVE
Value for money,POSITIVE
Nice mobile Camera: Average camera Battery life: Battery life of this mobile is not upto the mark. It is a 5000 MAH battery but while using u feel that you are using 4500 MAH battery mobile. Display: I think display is best in this price range. The adoptive refresh works well. The max refresh rate. Is 120 and it is good in this segment. It is FHD+ display but it looks like Amoled display. Almost the display quality equals Amoled range Audio: This is a single speaker and the audio quality is decent. Some other brands offer dual speaker in this price range but it is offering single speaker only. Call quality is nice. Camera: Average camera. I don't use camera much so I don't have problem with that. Overall it is a nice mobile in this price range.,POSITIVE
